তোলা	t̪ o . l a	5.04
পরীক্ষার	p o . r i k . kʰ a r	5.04
পাগল	p a . g o l	5.04
পাশ	p a ʃ	5.04
পিছনে	p i . tʃʰ o . n e	5.04
পেয়েছেন	p e . e̯e . tʃʰ e n	5.04
প্রাকৃতিক	p r a . k r i . t̪ i k	5.04
প্রেম	p r e m	5.04
বৃষ্টি	b r i ʃ . ʈ i	5.04
বেলা	b æ . l a	5.04
ভিত্তিক	bʱ i t̪ . t̪ i k	5.04
যুদ্ধে	dʒ u d̪ . d̪ʱ e	5.04
লোকের	l o . k e r	5.04
শিক্ষার	ʃ i k . kʰ a r	5.04
সন্ত্রাসী	ʃ ɔ n . t̪ r a . ʃ i	5.04
সবুজ	s o . b u dʒ	5.04
সেগুলো	ʃ e . g u . l o	5.04
হাই	h ai̯	5.04
হুম	h u m	5.04
অনুভব	o . n u . bʱ ɔ b	5.03
আরেক	a . r e k	5.03
একসাথে	æ k . ʃ a . t̪ʰ e	5.03
এনে	e . n e	5.03
এল	e l	5.03
কলকাতা	k o l . k a . t̪ a	5.03
কলেজে	k ɔ . l e . dʒ e	5.03
কেন্দ্রে	k e n . d̪ r e	5.03
চাকরি	tʃ a k . r i	5.03
চ্যানেল	tʃ æ . n e l	5.03
তুলনায়	t̪ u . l o . n ae̯	5.03
ত্যাগ	t̪ æ g	5.03
দেশটির	d̪ e ʃ . ʈ i r	5.03
দ্যা	d̪ a	5.03
ধরণের	d̪ʱ ɔ . r o . n e r	5.03
নির্ভর	n i r . bʱ ɔ r	5.03
পণ্য	p o n . n o	5.03
পাখি	p a . kʰ i	5.03
পেলে	p e . l e	5.03
বিতরণ	b i . t̪ ɔ . r o n	5.03
বিশিষ্ট	b i . ʃ i ʃ . ʈ o	5.03
বেগম	b e . g ɔ m	5.03
ভূমি	bʱ u . m i	5.03
মনের	m o . n e r	5.03
যাও	dʒ ao̯	5.03
লিখেছেন	l i . kʰ e . tʃʰ e n	5.03
সম্প্রদায়ের	ʃ ɔ m . p r o . d̪ ae̯ . e r	5.03
সরবরাহ	ʃ ɔ r . b o . r a . h o	5.03
সিনেমা	s i . n e . m a	5.03
সূত্র	ʃ u t̪ . r o	5.03
অভিনেতা	o . bʱ i . n e . t̪ a	5.02
উপহার	u . p o . h a r	5.02
এশিয়া	e . ʃ i . a	5.02
কখন	k ɔ . kʰ o n	5.02
কাছাকাছি	k a . tʃʰ a . k a . tʃʰ i	5.02
কাপ	k a p	5.02
গ্যাস	g æ ʃ	5.02
ঘুম	gʱ u m	5.02
চিত্র	tʃ i t̪ . r o	5.02
জানার	dʒ a . n a r	5.02
জিয়া	dʒ i . a	5.02
দিলাম	d̪ i . l a m	5.02
দেখেছি	d̪ e . kʰ e . tʃʰ i	5.02
দোষ	d̪ o ʃ	5.02
ধারণ	d̪ʱ a . r o n	5.02
ধারা	d̪ʱ a . r a	5.02
নাম্বার	n a m . b a r	5.02
নিকট	n i . k ɔ ʈ	5.02
পৃথিবী	p r i . t̪ʰ i . b i	5.02
প্রতিবাদে	p r o . t̪ i . b a . d̪ e	5.02
প্রত্যেক	p r o t̪ . t̪ e k	5.02
প্রশ্নের	p r o ʃ . n e r	5.02
বিজয়ী	b i . dʒ oe̯ . i	5.02
বিবেচনা	b i . b e . tʃ ɔ . n a	5.02
বেসরকারি	b e . ʃ ɔ r . k a . r i	5.02
মানসিক	m a . n o . ʃ i k	5.02
যেটা	dʒ e . ʈ a	5.02
শনিবার	ʃ o . n i . b a r	5.02
শ্রেষ্ঠ	ʃ r e ʃ . ʈʰ o	5.02
সংযোগ	ʃ ɔ ŋ . dʒ o g	5.02
সম্মেলন	ʃ ɔ m . m e . l ɔ n	5.02
সীমান্ত	ʃ i . m a n . t̪ o	5.02
অদ্ভুত	ɔ d̪ . bʱ u t̪	5.01
অনেকটা	ɔ . n e k . ʈ a	5.01
আফ্রিকার	a f . r i . k a r	5.01
আবদুল	a b . d̪ u l	5.01
উপাদান	u . p a . d̪ a n	5.01
খেলতে	kʰ e l . t̪ e	5.01
গানের	g a . n e r	5.01
চরিত্র	tʃ o . r i t̪ . r o	5.01
ছোট্ট	tʃʰ o ʈ . ʈ ɔ	5.01
টু	ʈ u	5.01
দৃশ্য	d̪ r i ʃ . ʃ o	5.01
নেতাদের	n e . t̪ a . d̪ e r	5.01
নেয়ার	n e . a r	5.01
পারলে	p a r . l e	5.01
পুরনো	p u . r o . n o	5.01
পৃথিবীতে	p r i . t̪ʰ i . b i . t̪ e	5.01
পৌঁছে	p ou̯ . tʃʰ e	5.01
প্রতিরোধ	p r o . t̪ i . r o d̪ʱ	5.01
বলেছিলেন	b o . l e . tʃʰ i . l e n	5.01
বসবাস	b ɔ . ʃ o . b a ʃ	5.01
ভিত্তিতে	bʱ i t̪ . t̪ i . t̪ e	5.01
লিখে	l i . kʰ e	5.01
শুরুর	ʃ u . r u r	5.01
সপ্তাহে	s ɔ p . t̪ a . h e	5.01
সম্ভাবনা	ʃ ɔ m . bʱ a . b o . n a	5.01
সেটি	ʃ e . ʈ i	5.01
অভিজ্ঞতা	o . bʱ i g . g o . t̪ a	5.00
অসুস্থ	ɔ . ʃ u s . t̪ʰ o	5.00
কর্মসূচি	k ɔ r . m o . ʃ u . tʃ i	5.00
জরুরী	dʒ o . r u . r i	5.00
থাক	t̪ʰ a k	5.00
দাবিতে	d̪ a . b i . t̪ e	5.00
দুর্নীতি	d̪ u r . n i . t̪ i	5.00
দেখলাম	d̪ e kʰ . l a m	5.00
নীতি	n i . t̪ i	5.00
পারেনি	p a . r e . n i	5.00
পূর্বে	p u r . b e	5.00
প্রতীক	p r o . t̪ i k	5.00
বলো	b ɔ . l o	5.00
বিল	b i l	5.00
বেশিরভাগ	b e . ʃ i r . bʱ a g	5.00
বোর্ড	b o r ɖ	5.00
ব্যাংকের	b æ ŋ . k e r	5.00
মন্ত্রণালয়	m o n . t̪ r o . n a . l oe̯	5.00
মুক্তির	m u k . t̪ i r	5.00
মেরে	m e . r e	5.00
ম্যাচে	m æ . tʃ e	5.00
শাসন	ʃ a . ʃ o n	5.00
শ্রদ্ধা	s r o d̪ . d̪ʱ a	5.00
সবকিছু	ʃ ɔ b . k i . tʃʰ u	5.00
সুপার	s u . p a r	5.00
অবাক	ɔ . b a k	4.99
অ্যান্ড	æ n ɖ	4.99
কঠোর	k ɔ . ʈʰ o r	4.99
কতটা	k ɔ . t̪ o . ʈ a	4.99
কথায়	k ɔ . t̪ʰ ae̯	4.99
কমিশন	k ɔ . m i . ʃ o n	4.99
খেলে	kʰ e . l e	4.99
দায়ী	d̪ a . i	4.99
ধর্মের	d̪ʱ ɔ r . m e r	4.99
নন	n ɔ n	4.99
নিয়েছেন	n i . e . tʃʰ e n	4.99
নেওয়ার	n eo̯ . a r	4.99
পদক্ষেপ	p ɔ . d̪ o k . kʰ e p	4.99
পাচ্ছে	p a tʃ . tʃʰ e	4.99
প্রয়োগ	p r oe̯ . o g	4.99
প্রয়োজনীয়	p r oe̯ . o . dʒ o . n i . o	4.99
ফর	f ɔ r	4.99
বন্ধুদের	b o n . d̪ʱ u . d̪ e r	4.99
বন্ধুরা	b o n . d̪ʱ u . r a	4.99
বাজে	b a . dʒ e	4.99
বার্তা	b a r . t̪ a	4.99
মন্ত্রণালয়ের	m ɔ n . t̪ r o . n a . l ɔe̯ . e r	4.99
মহিলাদের	m o . h i . l a . d̪ e r	4.99
মুসলমান	m u . s o l . m a n	4.99
মেডিকেল	m e . ɖ i . k e l	4.99
রং	r ɔ ŋ	4.99
শুক্রবার	ʃ u k . r o . b a r	4.99
সরিয়ে	s o . r i . e	4.99
সেদিন	ʃ e . d̪ i n	4.99
অফিসে	ɔ . f i . s e	4.98
অভিনেত্রী	o . bʱ i . n e t̪ . r i	4.98
অসংখ্য	ɔ . s o ŋ . kʰ o	4.98
আচরণ	a . tʃ o . r o n	4.98
আদালতের	a . d̪ a . l ɔ . t̪ e r	4.98
আমাদেরকে	a . m a . d̪ e r . k e	4.98
আমেরিকা	a . m e . r i . k a	4.98
এসেছেন	e . ʃ e . tʃʰ e n	4.98
কিলোমিটার	k i . l o . m i . ʈ a r	4.98
কেন্দ্রের	k e n . d̪ r e r	4.98
কৌশল	k ou̯ . ʃ o l	4.98
খুলনা	kʰ u l . n a	4.98
ঘিরে	gʱ i . r e	4.98
চলেছে	tʃ o . l e . tʃʰ e	4.98
চুল	tʃ u l	4.98
ছেলের	tʃʰ e . l e r	4.98
জারি	dʒ a . r i	4.98
জেগে	dʒ e . g e	4.98
তবুও	t̪ o . b u . o	4.98
থেকেও	t̪ʰ e . k eo̯	4.98
দেখলে	d̪ e kʰ . l e	4.98
নিচের	n i . tʃ e r	4.98
পদ	p ɔ d̪	4.98
পুরোপুরি	p u . r o . p u . r i	4.98
প্রাণ	p r a n	4.98
ফেরত	f e . r o t̪	4.98
বয়সে	b ɔe̯ . o . ʃ e	4.98
বার্ষিক	b a r . ʃ i k	4.98
বিন	b i n	4.98
বিশ্বে	b i ʃ . ʃ e	4.98
বেতন	b e . t̪ o n	4.98
বোঝা	b o . dʒʱ a	4.98
মঙ্গলবার	m ɔ ŋ . g o l . b a r	4.98
মিছিল	m i . tʃʰ i l	4.98
যায়নি	dʒ ae̯ . n i	4.98
সাহিত্য	ʃ a . h i t̪ . t̪ o	4.98
স্মৃতি	s r i . t̪ i	4.98
হচ্ছেন	h o tʃ . tʃʰ e n	4.98
হাসি	h a . ʃ i	4.98
অনলাইনে	ɔ n . l ai̯ . n e	4.97
অস্ট্রেলিয়া	ɔ s . ʈ r e . l i . a	4.97
আবারও	a . b a r . o	4.97
ইতিহাসে	i . t̪ i . h a . ʃ e	4.97
কাদের	k a . d̪ e r	4.97
কার্ড	k a r ɖ	4.97
জনগণ	dʒ ɔ . n o . g ɔ n	4.97
দাবী	d̪ a . b i	4.97
দেখানো	d̪ æ . kʰ a . n o	4.97
নজর	n ɔ . dʒ o r	4.97
পারছি	p a r . tʃʰ i	4.97
পাস	p a ʃ	4.97
প্রবাসী	p r o . b a . ʃ i	4.97
বিদ্যালয়	b i d̪ . d̪ a . l oe̯	4.97
ভেতর	bʱ e . t̪ o r	4.97
মাহমুদ	m a h . m u d̪	4.97
যাব	dʒ a . b o	4.97
রেখেছে	r e . kʰ e . tʃʰ e	4.97
শুরুতে	ʃ u . r u . t̪ e	4.97
সমস্যার	ʃ ɔ . m o ʃ . ʃ a r	4.97
সমাবেশ	ʃ ɔ . m a . b e ʃ	4.97
সোমবার	s o m . b a r	4.97
হিসাব	h i . ʃ a b	4.97
অধিক	o . d̪ʱ i k	4.96
অফিসার	ɔ . f i . s a r	4.96
অভাব	ɔ . bʱ a b	4.96
আইনজীবী	a . i n . dʒ i . b i	4.96
আগামীকাল	a . g a . m i . k a l	4.96
আট	a ʈ	4.96
আদর্শ	a d̪ o r . ʃ o	4.96
আফ্রিকা	a f . r i . k a	4.96
আলম	a . l o m	4.96
ইতিহাসের	i . t̪ i . h a . ʃ e r	4.96
উদ্যোগে	u d̪ . d̪ o . g e	4.96
উনি	u . n i	4.96
একাধিক	æ . k a . d̪ʱ i k	4.96
এখানকার	e . kʰ a n . k a r	4.96
ওদের	o . d̪ e r	4.96
কখনোই	k ɔ . kʰ o . n oi̯	4.96
খানের	kʰ a . n e r	4.96
জেলে	dʒ e . l e	4.96
ডাক	ɖ a k	4.96
থাকবেন	t̪ʰ a k . b e n	4.96
দিলেন	d̪ i . l e n	4.96
দোকান	d̪ o . k a n	4.96
নির্ধারণ	n i r . d̪ʱ a . r o n	4.96
নির্মিত	n i r . m i . t̪ o	4.96
পার্থক্য	p a r . t̪ʰ o k . k o	4.96
প্রদর্শন	p r o . d̪ ɔ r . ʃ ɔ n	4.96
বলল	b o l . l o	4.96
বিকল্প	b i . k ɔ l . p o	4.96
যুক্তরাষ্ট্রে	dʒ u k . t̪ o . r a ʃ . ʈ r e	4.96
সংরক্ষণ	s ɔ ŋ . r ɔ k . kʰ ɔ n	4.96
সঙ্গীত	ʃ o ŋ . g i t̪	4.96
হাতের	h a . t̪ e r	4.96
অর্থনীতি	ɔ r . t̪ʰ o . n i . t̪ i	4.95
আবারো	a . b a . r o	4.95
উইকেট	u̯i . k e ʈ	4.95
এটাকে	e . ʈ a . k e	4.95
ক্ষুদ্র	kʰ u d̪ . r o	4.95
চলমান	tʃ ɔ . l o . m a n	4.95
চেয়েও	tʃ e . eo̯	4.95
জরুরি	dʒ o . r u . r i	4.95
জাতিসংঘের	dʒ a . t̪ i . ʃ ɔ ŋ . gʱ e r	4.95
জিয়ার	dʒ i . a r	4.95
দলীয়	d̪ o . l io̯	4.95
নিচ্ছে	n i tʃ . tʃʰ e	4.95
পত্রিকা	p o t̪ . r i . k a	4.95
বাস্তব	b a s . t̪ o b	4.95
বিপুল	b i . p u l	4.95
মুক্তিযোদ্ধা	m u k . t̪ i . dʒ o d̪ . d̪ʱ a	4.95
মুহূর্তে	m u . h u r . t̪ e	4.95
যেত	dʒ e . t̪ o	4.95
রাজি	r a . dʒ i	4.95
রাশিয়া	r a . ʃ i . a	4.95
রাস্তার	r a s . t̪ a r	4.95
সংসদের	ʃ ɔ ŋ . ʃ ɔ . d̪ e r	4.95
সমাজে	ʃ ɔ . m a . dʒ e	4.95
সম্পর্কিত	s ɔ m . p o r . k i . t̪ o	4.95
সরে	ʃ o . r e	4.95
সাধারন	ʃ a . d̪ʱ a . r o n	4.95
আবিষ্কার	a . b i ʃ . k a r	4.94
ইরানের	i . r a . n e r	4.94
উল্লেখযোগ্য	u l . l e kʰ . dʒ o g . g o	4.94
কংগ্রেস	k ɔ ŋ . g r e s	4.94
জবাব	dʒ ɔ . b a b	4.94
জর্জ	dʒ ɔ r dʒ	4.94
টেলিভিশন	ʈ e . l i . bʱ i . ʃ o n	4.94
থাকুন	t̪ʰ a . k u n	4.94
দলকে	d̪ ɔ l . k e	4.94
দিয়েছিলেন	d̪ i . e . tʃʰ i . l e n	4.94
নই	n oi̯	4.94
নেবে	n e . b e	4.94
পতাকা	p ɔ . t̪ a . k a	4.94
পাথর	p a . t̪ʰ o r	4.94
পাবলিক	p a b . l i k	4.94
প্রশংসা	p r o . ʃ o ŋ . ʃ a	4.94
বাচ্চা	b a tʃ . tʃ a	4.94
বুধবার	b u d̪ʱ . b a r	4.94
ভিত্তি	bʱ i t̪ . t̪ i	4.94
মাটিতে	m a . ʈ i . t̪ e	4.94
রান্না	r a n . n a	4.94
লোকদের	l o k . d̪ e r	4.94
শাখা	ʃ a . kʰ a	4.94
সকলের	ʃ ɔ . k o . l e r	4.94
সন্ধ্যা	s o n . d̪ʱ a	4.94
সাংবাদিকদের	ʃ a ŋ . b a . d̪ i k . d̪ e r	4.94
সাহেব	ʃ a . h e b	4.94
সেনাবাহিনী	ʃ e . n a . b a . h i . n i	4.94
স্বীকৃতি	ʃ i k . r i . t̪ i	4.94
হাজির	h a . dʒ i r	4.94
অধিনায়ক	o . d̪ʱ i . n ae̯ . o k	4.93
অনুষ্ঠানের	o . n u ʃ . ʈʰ a . n e r	4.93
অভিনন্দন	o . bʱ i . n ɔ n . d̪ ɔ n	4.93
ইসলামিক	i s . l a . m i k	4.93
কাজী	k a . dʒ i	4.93
গ্রুপের	g r u . p e r	4.93
ঘরের	gʱ ɔ . r e r	4.93
জটিল	dʒ o . ʈ i l	4.93
তথা	t̪ ɔ . t̪ʰ a	4.93
তুলতে	t̪ u l . t̪ e	4.93
দেবেন	d̪ e . b e n	4.93
নজরুল	n o dʒ . r u l	4.93
পরাজিত	p ɔ . r a . dʒ i . t̪ o	4.93
পর্ব	p ɔ r . b o	4.93
পেয়েছি	p e . e . tʃʰ i	4.93
প্রশাসন	p r o . ʃ a . ʃ o n	4.93
প্রার্থনা	p r a r . t̪ʰ o . n a	4.93
ফেলা	f æ . l a	4.93
বহন	b ɔ . h o n	4.93
বিশ্বকাপের	b i ʃ . ʃ o . k a . p e r	4.93
বুঝে	b u . dʒʱ e	4.93
বৃদ্ধির	b r i d̪ . d̪ʱ i r	4.93
ব্যয়	b æe̯	4.93
ভ্রমণ	bʱ r o . m o n	4.93
মাংস	m a ŋ . ʃ o	4.93
রয়েছেন	r o . e . tʃʰ e n	4.93
রাখুন	r a . kʰ u n	4.93
রাশিয়ার	r a . ʃ i . a r	4.93
শিশুর	ʃ i . ʃ u r	4.93
শীঘ্রই	ʃ i gʱ . r oi̯	4.93
শ্রমিকদের	s r o . m i k . d̪ e r	4.93
সত্ত্বেও	s o t̪ . t̪ eu̯	4.93
সফরে	s ɔ . f o . r e	4.93
সুস্থ	ʃ u s . t̪ʰ o	4.93
হই	h oi̯	4.93
হযরত	h ɔ dʒ . r o t̪	4.93
অভিযুক্ত	o . bʱ i . dʒ u k . t̪ o	4.92
আউট	a . u ʈ	4.92
আবুল	a . b u l	4.92
ইচ্ছে	i tʃ . tʃʰ e	4.92
উন্মুক্ত	u n . m u k . t̪ o	4.92
এশিয়ার	e . ʃ i . a r	4.92
ওয়েব	o . e b	4.92
কুমিল্লা	k u . m i l . l a	4.92
গাছের	g a . tʃʰ e r	4.92
গুগল	g u . g o l	4.92
চীনা	tʃ i . n a	4.92
জনকে	dʒ ɔ n . k e	4.92
জেলায়	dʒ e . l ae̯	4.92
ডিম	ɖ i m	4.92
তম	t̪ ɔ . m o	4.92
নিষেধাজ্ঞা	n i . ʃ e . d̪ʱ a g . g a	4.92
বজায়	b ɔ . dʒ ae̯	4.92
বলেই	b o . l ei̯	4.92
বাংলাদেশি	b a ŋ . l a . d̪ e . ʃ i	4.92
বিভাগে	b i . bʱ a . g e	4.92
ব্লক	b l ɔ k	4.92
ভিতরে	bʱ i . t̪ o . r e	4.92
মুসলমানদের	m u . s o l . m a n . d̪ e r	4.92
রাষ্ট্রীয়	r a s . ʈ r i . o	4.92
সংঘর্ষ	ʃ ɔ ŋ . gʱ ɔ r . ʃ o	4.92
সংযুক্ত	ʃ ɔ ŋ . dʒ u k . t̪ o	4.92
সহজে	ʃ ɔ . h o . dʒ e	4.92
সেটাই	ʃ e . ʈ ai̯	4.92
সেতু	ʃ e . t̪ u	4.92
অজানা	ɔ . dʒ a . n a	4.91
অব্যাহত	ɔ b . b æ . h o . t̪ o	4.91
উৎস	u t̪ . ʃ o	4.91
এমপি	e m . p i	4.91
কিনে	k i . n e	4.91
গঠিত	g o . ʈʰ i . t̪ o	4.91
গেলাম	g e . l a m	4.91
ঘৃণা	gʱ r i . n a	4.91
চাইতে	tʃ ai̯ . t̪ e	4.91
দুটো	d̪ u . ʈ o	4.91
দুর্বল	d̪ u r . b ɔ l	4.91
দৃষ্টি	d̪ r i ʃ . ʈ i	4.91
প্রাচীন	p r a . tʃ i n	4.91
বইয়ের	b oi̯ . e r	4.91
বরিশাল	b o . r i . ʃ a l	4.91
বিতর্ক	b i . t̪ ɔ r . k o	4.91
বীর	b i r	4.91
ভাবতে	bʱ a b . t̪ e	4.91
মাটি	m a . ʈ i	4.91
মানুষদের	m a . n u ʃ . d̪ e r	4.91
যাত্রী	dʒ a t̪ . r i	4.91
যোগদান	dʒ o g . d̪ a n	4.91
রাখেন	r a . kʰ e n	4.91
রুশ	r u ʃ	4.91
রেডিও	r e . ɖ i . o	4.91
লোকেরা	l o . k e . r a	4.91
শারীরিক	ʃ a . r i . r i k	4.91
সফর	s ɔ . f o r	4.91
সম্পর্কের	ʃ ɔ m . p o r . k e r	4.91
সহযোগিতা	ʃ ɔ . h o . dʒ o . g i . t̪ a	4.91
সেন্টার	s e n . ʈ a r	4.91
সৈয়দ	s oi̯ . o d̪	4.91
স্ত্রীর	s t̪ r i r	4.91
হাসপাতাল	h a ʃ . p a . t̪ a l	4.91
অবদান	ɔ . b o . d̪ a n	4.90
অর্ডার	ɔ r . ɖ a r	4.90
ঈদ	i d̪	4.90
উঠতে	u ʈʰ . t̪ e	4.90
উদযাপন	u d̪ . dʒ a . p o n	4.90
উপ	u . p o	4.90
উপস্থাপন	u . p o s . t̪ʰ a . p o n	4.90
কবে	k ɔ . b e	4.90
করেছিলাম	k o . r e . tʃʰ i . l a m	4.90
কর্মীদের	k o r . m i . d̪ e r	4.90
কিছুদিন	k i . tʃʰ u . d̪ i n	4.90
গোয়েন্দা	g o . e n . d̪ a	4.90
জাহাজ	dʒ a . h a dʒ	4.90
টিম	ʈ i m	4.90
ডেস্ক	ɖ e s k	4.90
দিচ্ছেন	d̪ i tʃ . tʃʰ e n	4.90
দুধ	d̪ u d̪ʱ	4.90
নির্মাণের	n i r . m a . n e r	4.90
নির্যাতনের	n i r . dʒ a . t̪ o . n e r	4.90
পরবর্তীতে	p ɔ . r o . b o r . t̪ i . t̪ e	4.90
পরিবর্তে	p o . r i . b ɔ r . t̪ e	4.90
পানিতে	p a . n i . t̪ e	4.90
পূরণ	p u . r o n	4.90
পেলাম	p e . l a m	4.90
প্রদেশের	p r o . d̪ e . ʃ e r	4.90
মিষ্টি	m i ʃ . ʈ i	4.90
মুছে	m u . tʃʰ e	4.90
যাবো	dʒ a . b o	4.90
যেই	dʒ ei̯	4.90
শোনা	ʃ o . n a	4.90
সদস্যরা	ʃ ɔ . d̪ o ʃ . ʃ o . r a	4.90
সহ্য	ʃ o dʒ . dʒʱ o	4.90
সাফল্য	ʃ a . f o l . l o	4.90
অঞ্চল	ɔ n . tʃ ɔ l	4.89
অলিম্পিক	ɔ . l i m . p i k	4.89
আনার	a . n a r	4.89
ইন্টারন্যাশনাল	i n . ʈ a r . n æ ʃ . n a l	4.89
ইমাম	i . m a m	4.89
কন্যা	k o n . n a	4.89
চিনি	tʃ i . n i	4.89
চুপ	tʃ u p	4.89
ছুটি	tʃʰ u . ʈ i	4.89
জেল	dʒ e l	4.89
ঝুঁকি	dʒʱ u . k i	4.89
তাও	t̪ ao̯	4.89
তারকা	t̪ a . r o . k a	4.89
থাকলেও	t̪ʰ a k . l eo̯	4.89
দুপুর	d̪ u . p u r	4.89
দেখাতে	d̪ æ . kʰ a . t̪ e	4.89
নবী	n o . b i	4.89
প্রতিষ্ঠাতা	p r o . t̪ i s . ʈʰ a . t̪ a	4.89
বাবু	b a . b u	4.89
ব্যথা	b æ . t̪ʰ a	4.89
ভালোবাসি	bʱ a . l o . b a . ʃ i	4.89
মানবাধিকার	m a . n o . b a . d̪ʱ i . k a r	4.89
রহমানের	r ɔ . h o . m a . n e r	4.89
রূপ	r u p	4.89
সংগ্রাম	ʃ ɔ ŋ . g r a m	4.89
সন্তানের	ʃ ɔ n . t̪ a . n e r	4.89
সমগ্র	ʃ ɔ . m o g . r o	4.89
সরকারকে	ʃ ɔ r . k a r . k e	4.89
সাহস	ʃ a . h o ʃ	4.89
অন্যদের	o n . n o . d̪ e r	4.88
অস্ট্রেলিয়ার	ɔ s . ʈ r e . l i . a r	4.88
আয়োজিত	ae̯ . o . dʒ i . t̪ o	4.88
ইউ	i̯u	4.88
উদাহরণ	u . d̪ a . h ɔ . r o n	4.88
উপজেলায়	u . p o . dʒ e . l ae̯	4.88
ওজন	o . dʒ o n	4.88
করছিল	k o r . tʃʰ i . l o	4.88
করতো	k o r . t̪ o	4.88
কেননা	k æ . n o . n a	4.88
ক্যামেরা	k æ . m e . r a	4.88
খেয়াল	kʰ e . a l	4.88
খোঁজ	kʰ o dʒ	4.88
টুইট	ʈ ui̯ ʈ	4.88
দরজা	d̪ ɔ r . dʒ a	4.88
দাস	d̪ a ʃ	4.88
দুর্ঘটনা	d̪ u r . gʱ ɔ . ʈ o . n a	4.88
দেই	d̪ ei̯	4.88
ন্যাশনাল	n æ ʃ . n a l	4.88
পি	p i	4.88
পুরুষের	p u . r u . ʃ e r	4.88
বাই	b ai̯	4.88
বাণিজ্য	b a . n i dʒ . dʒ o	4.88
বারবার	b a r . b a r	4.88
বিদেশী	b i . d̪ e . ʃ i	4.88
বিনিয়োগ	b i . n i . o g	4.88
ভরে	bʱ o . r e	4.88
মনোযোগ	m ɔ . n o . dʒ o g	4.88
মাঠ	m a ʈʰ	4.88
মাধ্যম	m a d̪ . d̪ʱ o m	4.88
মিনিটে	m i . n i . ʈ e	4.88
রাজ্যে	r a dʒ . dʒ e	4.88
লিখতে	l i kʰ . t̪ e	4.88
শপথ	ʃ ɔ . p o t̪ʰ	4.88
সপ্তাহের	ʃ ɔ p . t̪ a . h e r	4.88
সামনের	ʃ a m . n e r	4.88
সাম্প্রতিক	ʃ a m . p r o . t̪ i k	4.88
সিস্টেম	s i s . ʈ e m	4.88
সেনাবাহিনীর	ʃ e . n a . b a . h i . n i r	4.88
স্বাক্ষর	ʃ a k . kʰ o r	4.88
হোটেল	h o . ʈ e l	4.88
আগ্রহ	a g . r o . h o	4.87
আসন	a . ʃ o n	4.87
উপভোগ	u . p o . bʱ o g	4.87
এইটা	ei̯ . ʈ a	4.87
এটিকে	e . ʈ i . k e	4.87
কোরিয়ার	k o . r i . a r	4.87
চলাচল	tʃ ɔ . l a . tʃ ɔ l	4.87
ঢুকে	ɖʱ u . k e	4.87
তখনই	t̪ ɔ . kʰ o . n i	4.87
দেখেন	d̪ æ . kʰ e n	4.87
পরীক্ষায়	p o . r i k . kʰ ae̯	4.87
প্রথমবারের	p r o . t̪ʰ o m . b a r . e r	4.87
প্রেস	p r e s	4.87
ফেলেছে	f e . l e . tʃʰ e	4.87
ফ্রি	f r i	4.87
বন্দর	b ɔ n . d̪ o r	4.87
বাম	b a m	4.87
বৈঠক	b oi̯ . ʈʰ ɔ k	4.87
মাকে	m a . k e	4.87
মৌলিক	m ou̯ . l i k	4.87
যুব	dʒ u . b o	4.87
যৌথ	dʒ ou̯ . t̪ʰ o	4.87
রাগ	r a g	4.87
সমৃদ্ধ	s ɔ m . r i d̪ . d̪ʱ o	4.87
সম্মেলনে	ʃ ɔ m . m e . l o . n e	4.87
সা	s a	4.87
আপ	a p	4.86
আহমদ	a h . m o d̪	4.86
ইন্ডিয়া	i n . ɖ i . a	4.86
উদ্দিন	u d̪ . d̪ i n	4.86
এসো	e . ʃ o	4.86
করলেও	k o r . l eo̯	4.86
কেজি	k e . dʒ i	4.86
খেলায়	kʰ æ . l ae̯	4.86
গতি	g o . t̪ i	4.86
গোলে	g o l . e	4.86
চারটি	tʃ a r . ʈ i	4.86
চেহারা	tʃ e . h a . r a	4.86
ডেভিড	ɖ e . bʱ i ɖ	4.86
দুজন	d̪ u . dʒ ɔ n	4.86
ধর্ষণ	d̪ʱ ɔ r . ʃ o n	4.86
পরেও	p ɔ . r eo̯	4.86
পাঠ	p a ʈʰ	4.86
পায়ের	p a . e r	4.86
বললাম	b o l . l a m	4.86
বলুন	b o . l u n	4.86
বিবাহ	b i . b a . h o	4.86
মিটার	m i . ʈ a r	4.86
মিল	m i l	4.86
লেখার	l e . kʰ a r	4.86
শুভেচ্ছা	ʃ u . bʱ e tʃ . tʃʰ a	4.86
শোক	ʃ o k	4.86
সংখ্যক	ʃ ɔ ŋ . kʰ ɔ k	4.86
সংস্কার	ʃ ɔ ŋ s . k a r	4.86
সূর্য	ʃ u r . dʒ o	4.86
অধিকাংশ	o . d̪ʱ i . k a ŋ . ʃ o	4.85
অন্যের	o n . n e r	4.85
আগ্রহী	a g . r o . h i	4.85
আচ্ছা	a tʃ . tʃʰ a	4.85
আছো	a . tʃʰ o	4.85
আরবের	a . r o . b e r	4.85
ইংল্যান্ড	i ŋ . l æ n ɖ	4.85
উন্নতি	u n . n o . t̪ i	4.85
কারও	k a r . o	4.85
কিনতে	k i n . t̪ e	4.85
ক্ষমতার	kʰ ɔ . m o . t̪ a r	4.85
চতুর্থ	tʃ o . t̪ u r . t̪ʰ o	4.85
চাল	tʃ a l	4.85
চালানো	tʃ a . l a . n o	4.85
ছাত্রলীগের	tʃʰ a t̪ . r o . l i . g e r	4.85
জাপানের	dʒ a . p a . n e r	4.85
