word,phon_vec,syllables,ipa
পাঁচজনের,"[15, 1, 22, 18, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a', 'tʃ'], ['dʒ', 'o'], ['n', 'e', 'r']]",patʃdʒoner
এতগুলো,"[29, 9, 3, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ'], ['t̪', 'o'], ['g', 'u'], ['l', 'o']]",æt̪ogulo
ফন্ট,"[27, 8, 6, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'ɔ', 'n', 'ʈ']]",fɔnʈ
উপরন্তু,"[14, 15, 3, 2, 3, 6, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['p', 'o'], ['r', 'o', 'n'], ['t̪', 'u']]",uporont̪u
সূচনা,"[10, 14, 22, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u'], ['tʃ', 'o'], ['n', 'a']]",ʃutʃona
গঠনমূলক,"[20, 8, 36, 3, 6, 13, 14, 12, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ'], ['ʈʰ', 'o', 'n'], ['m', 'u'], ['l', 'o', 'k']]",gɔʈʰonmulok
সাহসের,"[10, 1, 21, 3, 10, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['h', 'o'], ['ʃ', 'e', 'r']]",ʃahoʃer
নিশ্বাস,"[6, 4, 10, 10, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i', 'ʃ'], ['ʃ', 'a', 'ʃ']]",niʃʃaʃ
মই,"[13, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'oi̯']]",moi̯
পরই,"[15, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o', 'r'], ['i']]",pori
প্রবাহ,"[15, 2, 3, 11, 1, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['b', 'a'], ['h', 'o']]",probaho
পর্যবেক্ষক,"[15, 8, 2, 18, 3, 11, 5, 7, 24, 8, 7, 0, 0, 0, 0, 0, 0, 0]","[['p', 'ɔ', 'r'], ['dʒ', 'o'], ['b', 'e', 'k'], ['kʰ', 'ɔ', 'k']]",pɔrdʒobekkʰɔk
পরামর্শক,"[15, 8, 2, 1, 13, 8, 2, 10, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'ɔ'], ['r', 'a'], ['m', 'ɔ', 'r'], ['ʃ', 'o', 'k']]",pɔramɔrʃok
লাফ,"[12, 1, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'a', 'f']]",laf
ধ্বনি,"[25, 3, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪ʱ', 'o'], ['n', 'i']]",d̪ʱoni
পরিমাণের,"[15, 3, 2, 4, 13, 1, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['m', 'a'], ['n', 'e', 'r']]",porimaner
ভারতে,"[23, 1, 2, 3, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'a'], ['r', 'o'], ['t̪', 'e']]",bʱarot̪e
পরিচয়,"[15, 3, 2, 4, 22, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['tʃ', 'ɔe̯']]",poritʃɔe̯
যুবককে,"[18, 14, 11, 8, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'u'], ['b', 'ɔ', 'k'], ['k', 'e']]",dʒubɔkke
গাছগুলো,"[20, 1, 28, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'a', 'tʃʰ'], ['g', 'u'], ['l', 'o']]",gatʃʰgulo
মুসলিম,"[13, 14, 19, 12, 4, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u', 's'], ['l', 'i', 'm']]",muslim
উপকৃত,"[14, 15, 3, 7, 2, 4, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['p', 'o'], ['k', 'r', 'i'], ['t̪', 'o']]",upokrit̪o
পদক,"[15, 8, 16, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'ɔ'], ['d̪', 'o', 'k']]",pɔd̪ok
সেইসাথে,"[10, 33, 10, 1, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ei̯'], ['ʃ', 'a'], ['t̪ʰ', 'e']]",ʃei̯ʃat̪ʰe
ক্লাউড,"[7, 12, 43, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'l', 'au̯', 'ɖ']]",klau̯ɖ
বউ,"[11, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ou̯']]",bou̯
রেস,"[2, 5, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'e', 's']]",res
ইবনু,"[4, 11, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 'b'], ['n', 'u']]",ibnu
স্থপতি,"[19, 30, 8, 15, 3, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 't̪ʰ', 'ɔ'], ['p', 'o'], ['t̪', 'i']]",st̪ʰɔpot̪i
নরকের,"[6, 8, 2, 3, 7, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'ɔ'], ['r', 'o'], ['k', 'e', 'r']]",nɔroker
প্রথাগত,"[15, 2, 3, 30, 1, 20, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['t̪ʰ', 'a'], ['g', 'ɔ'], ['t̪', 'o']]",prot̪ʰagɔt̪o
অধ্যক্ষের,"[8, 16, 25, 3, 7, 24, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ', 'd̪'], ['d̪ʱ', 'o', 'k'], ['kʰ', 'e', 'r']]",ɔd̪d̪ʱokkʰer
কিচ্ছু,"[7, 4, 22, 28, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'i', 'tʃ'], ['tʃʰ', 'u']]",kitʃtʃʰu
প্রকাশ,"[15, 2, 3, 7, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['k', 'a', 'ʃ']]",prokaʃ
সবকিছু,"[10, 8, 11, 7, 4, 28, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'b'], ['k', 'i'], ['tʃʰ', 'u']]",ʃɔbkitʃʰu
শতকে,"[10, 8, 9, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['t̪', 'o'], ['k', 'e']]",ʃɔt̪oke
এগুলি,"[5, 20, 14, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e'], ['g', 'u'], ['l', 'i']]",eguli
পেট,"[15, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'e', 'ʈ']]",peʈ
ড্রপ,"[26, 2, 8, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɖ', 'r', 'ɔ', 'p']]",ɖrɔp
চেহারা,"[22, 5, 21, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'e'], ['h', 'a'], ['r', 'a']]",tʃehara
একক,"[29, 7, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ'], ['k', 'ɔ', 'k']]",ækɔk
আসক্তি,"[1, 10, 8, 7, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['ʃ', 'ɔ', 'k'], ['t̪', 'i']]",aʃɔkt̪i
খানম,"[24, 1, 6, 3, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['kʰ', 'a'], ['n', 'o', 'm']]",kʰanom
বাস্তবায়নের,"[11, 1, 19, 9, 3, 11, 40, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a', 's'], ['t̪', 'o'], ['b', 'ae̯'], ['o'], ['n', 'e', 'r']]",bast̪obae̯oner
পরিণতি,"[15, 3, 2, 4, 6, 3, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'o'], ['r', 'i'], ['n', 'o'], ['t̪', 'i']]",porinot̪i
মুস্তফা,"[13, 14, 19, 9, 8, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'u', 's'], ['t̪', 'ɔ'], ['f', 'a']]",must̪ɔfa
ফুড,"[27, 14, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['f', 'u', 'ɖ']]",fuɖ
গতবছর,"[20, 8, 9, 3, 11, 8, 28, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ'], ['t̪', 'o'], ['b', 'ɔ'], ['tʃʰ', 'o', 'r']]",gɔt̪obɔtʃʰor
ব্যাখ্যার,"[11, 29, 7, 24, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'æ', 'k'], ['kʰ', 'a', 'r']]",bækkʰar
ইউর,"[50, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i̯u', 'r']]",i̯ur
সঞ্চয়,"[10, 8, 6, 22, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'n'], ['tʃ', 'ɔe̯']]",ʃɔntʃɔe̯
রাজপথে,"[2, 1, 18, 15, 8, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a', 'dʒ'], ['p', 'ɔ'], ['t̪ʰ', 'e']]",radʒpɔt̪ʰe
প্রতিষেধক,"[15, 2, 3, 9, 4, 10, 5, 25, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'r', 'o'], ['t̪', 'i'], ['ʃ', 'e'], ['d̪ʱ', 'o', 'k']]",prot̪iʃed̪ʱok
গন্ধে,"[20, 8, 6, 25, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ', 'n'], ['d̪ʱ', 'e']]",gɔnd̪ʱe
কোনকিছু,"[7, 3, 6, 3, 7, 4, 28, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o'], ['n', 'o'], ['k', 'i'], ['tʃʰ', 'u']]",konokitʃʰu
বর্বর,"[11, 8, 2, 11, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ', 'r'], ['b', 'ɔ', 'r']]",bɔrbɔr
স্বাস্থ্যগত,"[10, 1, 19, 30, 3, 20, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a', 's'], ['t̪ʰ', 'o'], ['g', 'ɔ'], ['t̪', 'o']]",ʃast̪ʰogɔt̪o
উদাহরণ,"[14, 16, 1, 21, 8, 2, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['d̪', 'a'], ['h', 'ɔ'], ['r', 'o', 'n']]",ud̪ahɔron
নিকটতম,"[6, 4, 7, 8, 17, 9, 8, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['k', 'ɔ', 'ʈ'], ['t̪', 'ɔ'], ['m', 'o']]",nikɔʈt̪ɔmo
ঘরে,"[34, 8, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['gʱ', 'ɔ'], ['r', 'e']]",gʱɔre
অনুভব,"[3, 6, 14, 23, 8, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['n', 'u'], ['bʱ', 'ɔ', 'b']]",onubʱɔb
জানালা,"[18, 1, 6, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'a'], ['n', 'a'], ['l', 'a']]",dʒanala
বাদে,"[11, 1, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['d̪', 'e']]",bad̪e
গন,"[20, 8, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'ɔ'], ['n', 'o']]",gɔno
হয়,"[21, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'ɔe̯']]",hɔe̯
তুরস্ক,"[9, 14, 2, 8, 10, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'u'], ['r', 'ɔ', 'ʃ'], ['k', 'o']]",t̪urɔʃko
আহ,"[1, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'h']]",ah
বিচ্ছেদের,"[11, 4, 22, 28, 5, 16, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'i', 'tʃ'], ['tʃʰ', 'e'], ['d̪', 'e', 'r']]",bitʃtʃʰed̪er
রাস্তাটা,"[2, 1, 19, 9, 1, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'a', 's'], ['t̪', 'a'], ['ʈ', 'a']]",rast̪aʈa
চেষ্টা,"[22, 5, 10, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'e', 'ʃ'], ['ʈ', 'a']]",tʃeʃʈa
ইনসাফ,"[4, 6, 19, 1, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 'n'], ['s', 'a', 'f']]",insaf
আফতাব,"[1, 27, 9, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'f'], ['t̪', 'a', 'b']]",aft̪ab
যত,"[18, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'ɔ'], ['t̪', 'o']]",dʒɔt̪o
এরই,"[5, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e', 'r'], ['i']]",eri
নৈতিকতা,"[6, 35, 9, 4, 7, 8, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'oi̯'], ['t̪', 'i'], ['k', 'ɔ'], ['t̪', 'a']]",noi̯t̪ikɔt̪a
সারে,"[10, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['r', 'e']]",ʃare
আমিও,"[1, 13, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['m', 'i'], ['o']]",amio
চলেছিল,"[22, 3, 12, 5, 28, 4, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'o'], ['l', 'e'], ['tʃʰ', 'i'], ['l', 'o']]",tʃoletʃʰilo
পাচ্ছি,"[15, 1, 22, 28, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a', 'tʃ'], ['tʃʰ', 'i']]",patʃtʃʰi
করায়,"[7, 8, 2, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ'], ['r', 'ai̯']]",kɔrai̯
মানবজাতির,"[13, 1, 6, 3, 11, 18, 1, 9, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a'], ['n', 'o', 'b'], ['dʒ', 'a'], ['t̪', 'i', 'r']]",manobdʒat̪ir
আচরণ,"[1, 22, 3, 2, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['tʃ', 'o'], ['r', 'o', 'n']]",atʃoron
কন্যার,"[7, 3, 6, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'o', 'n'], ['n', 'a', 'r']]",konnar
দরকারি,"[16, 8, 2, 7, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ', 'r'], ['k', 'a'], ['r', 'i']]",d̪ɔrkari
উন্নত,"[14, 6, 6, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u', 'n'], ['n', 'ɔ'], ['t̪', 'o']]",unnɔt̪o
দমনের,"[16, 8, 13, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ'], ['m', 'o'], ['n', 'e', 'r']]",d̪ɔmoner
বহমান,"[11, 8, 21, 3, 13, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ'], ['h', 'o'], ['m', 'a', 'n']]",bɔhoman
ব্যবস্থাপনার,"[11, 29, 11, 3, 19, 30, 1, 15, 8, 6, 1, 2, 0, 0, 0, 0, 0, 0]","[['b', 'æ'], ['b', 'o', 's'], ['t̪ʰ', 'a'], ['p', 'ɔ'], ['n', 'a', 'r']]",bæbost̪ʰapɔnar
দেশেও,"[16, 5, 10, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'e'], ['ʃ', 'eo̯']]",d̪eʃeo̯
বন্যার,"[11, 8, 6, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ', 'n'], ['n', 'a', 'r']]",bɔnnar
হত,"[21, 3, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'o'], ['t̪', 'o']]",hot̪o
কাঁদতে,"[7, 1, 16, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a', 'd̪'], ['t̪', 'e']]",kad̪t̪e
একদিনে,"[29, 7, 16, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['æ', 'k'], ['d̪', 'i'], ['n', 'e']]",ækd̪ine
কীভাবে,"[7, 4, 23, 1, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'i'], ['bʱ', 'a'], ['b', 'e']]",kibʱabe
সমস্যাগুলো,"[10, 8, 13, 3, 10, 10, 1, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['m', 'o', 'ʃ'], ['ʃ', 'a'], ['g', 'u'], ['l', 'o']]",ʃɔmoʃʃagulo
শাসনামলে,"[10, 1, 10, 3, 6, 1, 13, 3, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['ʃ', 'o'], ['n', 'a'], ['m', 'o'], ['l', 'e']]",ʃaʃonamole
বহনকারী,"[11, 8, 21, 3, 6, 7, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'ɔ'], ['h', 'o', 'n'], ['k', 'a'], ['r', 'i']]",bɔhonkari
অতিরিক্ত,"[3, 9, 4, 2, 4, 7, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['o'], ['t̪', 'i'], ['r', 'i', 'k'], ['t̪', 'o']]",ot̪irikt̪o
পদের,"[15, 8, 16, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'ɔ'], ['d̪', 'e', 'r']]",pɔd̪er
গুলোকে,"[20, 14, 12, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'u'], ['l', 'o'], ['k', 'e']]",guloke
লতিফ,"[12, 3, 9, 4, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'o'], ['t̪', 'i', 'f']]",lot̪if
রহমত,"[2, 8, 21, 3, 13, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'ɔ'], ['h', 'o'], ['m', 'o', 't̪']]",rɔhomot̪
শিশুটিকে,"[10, 4, 10, 14, 17, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'i'], ['ʃ', 'u'], ['ʈ', 'i'], ['k', 'e']]",ʃiʃuʈike
রহমানের,"[2, 8, 21, 3, 13, 1, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'ɔ'], ['h', 'o'], ['m', 'a'], ['n', 'e', 'r']]",rɔhomaner
তারপরও,"[9, 1, 2, 15, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'a', 'r'], ['p', 'ɔ', 'r'], ['o']]",t̪arpɔro
চেতনাও,"[22, 5, 9, 3, 6, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'e'], ['t̪', 'o'], ['n', 'a'], ['o']]",tʃet̪onao
নীরবেই,"[6, 4, 2, 8, 11, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['r', 'ɔ'], ['b', 'ei̯']]",nirɔbei̯
দেবশ্রী,"[16, 5, 11, 3, 19, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'e'], ['b', 'o', 's'], ['r', 'i']]",d̪ebosri
আটশ,"[1, 17, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'ʈ'], ['ʃ', 'o']]",aʈʃo
ভূমিকম্পকে,"[23, 14, 13, 4, 7, 8, 13, 15, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0]","[['bʱ', 'u'], ['m', 'i'], ['k', 'ɔ', 'm'], ['p', 'o'], ['k', 'e']]",bʱumikɔmpoke
ঊর্ধ্বগামী,"[14, 2, 25, 3, 20, 1, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['u', 'r'], ['d̪ʱ', 'o'], ['g', 'a'], ['m', 'i']]",urd̪ʱogami
উপস্থাপনাও,"[14, 15, 3, 19, 30, 1, 15, 3, 6, 39, 0, 0, 0, 0, 0, 0, 0, 0]","[['u'], ['p', 'o', 's'], ['t̪ʰ', 'a'], ['p', 'o'], ['n', 'ao̯']]",upost̪ʰaponao̯
চাঁদপাই,"[22, 1, 16, 15, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'a', 'd̪'], ['p', 'ai̯']]",tʃad̪pai̯
তাসবিহ,"[9, 1, 19, 11, 4, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['t̪', 'a', 's'], ['b', 'i', 'h']]",t̪asbih
ব্যক্তিজীবনের,"[11, 29, 7, 9, 4, 18, 4, 11, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0]","[['b', 'æ', 'k'], ['t̪', 'i'], ['dʒ', 'i'], ['b', 'o'], ['n', 'e', 'r']]",bækt̪idʒiboner
পরিবহনব্যবস্থা,"[15, 3, 2, 4, 11, 8, 21, 3, 6, 11, 29, 11, 3, 19, 30, 1, 0, 0]","[['p', 'o'], ['r', 'i'], ['b', 'ɔ'], ['h', 'o', 'n'], ['b', 'æ'], ['b', 'o', 's'], ['t̪ʰ', 'a']]",poribɔhonbæbost̪ʰa
চর্মকার,"[22, 8, 2, 13, 3, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'ɔ', 'r'], ['m', 'o'], ['k', 'a', 'r']]",tʃɔrmokar
বাদলকে,"[11, 1, 16, 3, 12, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'a'], ['d̪', 'o', 'l'], ['k', 'e']]",bad̪olke
গোলটিও,"[20, 3, 12, 17, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['g', 'o', 'l'], ['ʈ', 'i'], ['o']]",golʈio
নদনদীর,"[6, 8, 16, 6, 3, 16, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'ɔ', 'd̪'], ['n', 'o'], ['d̪', 'i', 'r']]",nɔd̪nod̪ir
এগোচ্ছিল,"[5, 20, 3, 22, 28, 4, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['e'], ['g', 'o', 'tʃ'], ['tʃʰ', 'i'], ['l', 'o']]",egotʃtʃʰilo
নরহত্যার,"[6, 8, 2, 3, 21, 3, 9, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'ɔ'], ['r', 'o'], ['h', 'o', 't̪'], ['t̪', 'a', 'r']]",nɔrohot̪t̪ar
জন্মসনদ,"[18, 8, 6, 13, 3, 10, 8, 6, 3, 16, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'ɔ', 'n'], ['m', 'o'], ['ʃ', 'ɔ'], ['n', 'o', 'd̪']]",dʒɔnmoʃɔnod̪
রোপনের,"[2, 3, 15, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'o'], ['p', 'o'], ['n', 'e', 'r']]",roponer
স্বামীবাগ,"[10, 1, 13, 4, 11, 1, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['m', 'i'], ['b', 'a', 'g']]",ʃamibag
জানালেই,"[18, 1, 6, 1, 12, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'a'], ['n', 'a'], ['l', 'ei̯']]",dʒanalei̯
আনুশেহ,"[1, 6, 14, 10, 5, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['n', 'u'], ['ʃ', 'e', 'h']]",anuʃeh
হাটবাজারে,"[21, 1, 17, 11, 1, 18, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['h', 'a', 'ʈ'], ['b', 'a'], ['dʒ', 'a'], ['r', 'e']]",haʈbadʒare
ইচ্ছেগুলো,"[4, 22, 28, 5, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 'tʃ'], ['tʃʰ', 'e'], ['g', 'u'], ['l', 'o']]",itʃtʃʰegulo
